st,district,year,rep,dem,other,total
AL,7,2000,78670,158580,1827,239077
AK,1,2000,167398,79004,38090,284492
AZ,1,2000,102068,91920,7931,201919
AZ,2,2000,119386,86251,5760,211397
AZ,3,2000,114259,89308,6140,209707
AZ,4,2000,31542,57198,2598,91338
AZ,5,2000,121462,97604,7635,226701
AZ,6,2000,118278,72093,3942,194313
AZ,7,2000,49343,74176,5271,128790
AZ,8,2000,123585,114055,10814,248454
AR,1,2000,105547,109160,5482,220189
AR,2,2000,116075,112720,6817,235612
AR,3,2000,138977,86739,7691,233407
AR,4,2000,112341,114149,6083,232573
CA,1,2000,98506,131376,24220,254102
CA,2,2000,150196,81861,13609,245666
CA,3,2000,142946,107690,9820,260456
CA,4,2000,172169,104437,15633,292239
CA,5,2000,66011,113987,9239,189237
CA,6,2000,87082,178746,21514,287342
CA,7,2000,64477,139421,6824,210722
CA,8,2000,37737,196878,20869,255484
CA,9,2000,31464,184030,18868,234362
CA,10,2000,109149,145996,9273,264418
CA,11,2000,125876,106354,5882,238112
CA,12,2000,70468,164490,11103,246061
CA,13,2000,55803,126477,6472,188752
CA,14,2000,84637,155165,12451,252253
CA,15,2000,74974,124880,7108,206962
CA,16,2000,57160,109632,4832,171624
CA,17,2000,68717,124580,14819,208116
CA,18,2000,65105,77908,3690,146703
CA,19,2000,125465,84559,6823,216847
CA,20,2000,46058,57790,1844,105692
CA,21,2000,107645,65268,5120,178033
CA,22,2000,141156,73338,5043,219537
CA,23,2000,90550,119795,13574,223919
CA,24,2000,140755,112436,9220,262411
CA,25,2000,108627,81893,5055,195575
CA,26,2000,127468,105023,7044,239535
CA,27,2000,70557,117120,6568,194245
CA,28,2000,36762,112332,5021,154115
CA,29,2000,79210,119396,7671,206277
CA,30,2000,81336,199282,11464,292082
CA,31,2000,19400,79560,4156,103116
CA,32,2000,45018,96217,3057,144292
CA,33,2000,24214,148978,6067,179259
CA,34,2000,27384,76876,1901,106161
CA,35,2000,24495,118450,2262,145207
CA,36,2000,88619,130752,9423,228794
CA,37,2000,31832,112235,3712,147779
CA,38,2000,41706,104612,2929,149247
CA,39,2000,56067,98478,3390,157935
CA,40,2000,119443,86460,5886,211789
CA,41,2000,114498,83584,5116,203198
CA,42,2000,139655,92169,5157,236981
CA,43,2000,41272,76710,2293,120275
CA,44,2000,101897,84048,5143,191088
CA,45,2000,93802,85427,4029,183258
CA,46,2000,145729,110984,9413,266126
CA,47,2000,43752,59515,2257,105524
CA,48,2000,156340,106809,7421,270570
CA,49,2000,114193,75561,5217,194971
CA,50,2000,136311,107436,8996,252743
CA,51,2000,61008,85561,3819,150388
CA,52,2000,143081,98633,7833,249547
CA,53,2000,74526,114435,9944,198905
CO,1,2000,72455,134187,14430,221072
CO,2,2000,103518,126607,13107,243232
CO,3,2000,140191,102100,19585,261876
CO,4,2000,145056,92602,16271,253929
CO,5,2000,151751,74940,13116,239807
CO,6,2000,169205,104126,7580,280911
CO,7,2000,101632,103592,2783,208007
CT,1,2000,96411,178977,13731,289119
CT,2,2000,119184,162762,19587,301533
CT,3,2000,96446,168196,15455,280097
CT,4,2000,120140,148022,10219,278381
CT,5,2000,121424,146599,13887,281910
DE,1,2000,137288,180068,10173,327529
FL,1,2000,173896,78469,0,252365
FL,2,2000,132275,118758,0,251033
FL,3,2000,59144,110501,0,169645
FL,4,2000,154615,80227,0,234842
FL,5,2000,147231,124982,0,272213
FL,6,2000,142489,102179,0,244668
FL,7,2000,143672,122818,0,266490
FL,8,2000,119139,102538,0,221677
FL,9,2000,146735,124242,0,270977
FL,10,2000,133004,137286,0,270290
FL,11,2000,77367,120926,0,198293
FL,12,2000,121083,99826,0,220909
FL,13,2000,152725,127751,0,280476
FL,14,2000,163750,103118,0,266868
FL,15,2000,141242,121611,0,262853
FL,16,2000,141029,124752,0,265781
FL,17,2000,26081,145341,0,171422
FL,18,2000,109596,83524,0,193120
FL,19,2000,71544,191382,0,262926
FL,20,2000,72553,161154,0,233707
FL,21,2000,104888,76322,0,181210
FL,22,2000,123302,135868,0,259170
FL,23,2000,33034,130518,0,163552
FL,24,2000,133531,116502,0,250033
FL,25,2000,88308,72050,0,160358
GA,1,2000,119133,65744,1524,186401
GA,2,2000,84854,81684,1160,167698
GA,3,2000,98100,89374,1766,189240
GA,4,2000,58338,140767,4107,203212
GA,5,2000,55605,136606,3232,195443
GA,6,2000,174414,77646,6303,258363
GA,7,2000,154575,60082,6694,221351
GA,8,2000,157703,67192,4098,228993
GA,9,2000,141065,67451,4025,212541
GA,10,2000,134619,54633,4614,193866
GA,11,2000,93359,85542,2632,181533
GA,12,2000,80665,95845,2636,179146
GA,13,2000,66576,91895,3392,161863
HI,1,2000,70674,100403,10211,181288
HI,2,2000,67118,104830,14577,186525
ID,1,2000,171364,70523,11983,253870
ID,2,2000,165559,68055,12319,245933
IL,1,2000,39400,213244,2097,254741
IL,2,2000,41005,204372,2455,247832
IL,3,2000,91471,131650,4913,228034
IL,4,2000,23809,93266,317,117392
IL,5,2000,73793,143106,885,217784
IL,6,2000,126254,103616,6945,236815
IL,7,2000,38196,199064,1985,239245
IL,8,2000,131967,98664,6954,237585
IL,9,2000,71064,155529,4331,230924
IL,10,2000,123982,134149,6097,264228
IL,11,2000,128280,122979,7269,258528
IL,12,2000,116724,144548,7634,268906
IL,13,2000,148621,113450,7166,269237
IL,14,2000,129745,101369,7428,238542
IL,15,2000,148176,116436,9616,274228
IL,16,2000,141878,113020,8163,263061
IL,17,2000,119563,146548,7807,273918
IL,18,2000,159475,128411,7464,295350
IL,19,2000,164541,121210,7621,293372
IN,1,2000,104917,141163,4759,250839
IN,2,2000,128803,107344,5276,241423
IN,3,2000,147106,73775,3682,224563
IN,4,2000,156747,74660,5739,237146
IN,5,2000,187489,80945,5110,273544
IN,6,2000,148415,100231,5090,253736
IN,7,2000,84362,109800,3795,197957
IN,8,2000,144848,106850,4808,256506
IN,9,2000,142694,106417,4288,253399
IA,1,2000,116588,135856,7737,260181
IA,2,2000,113255,141487,11581,266323
IA,3,2000,131319,132890,7226,271435
IA,4,2000,131391,129280,8506,269177
IA,5,2000,141820,99004,7623,248447
KS,1,2000,177857,76448,12514,266819
KS,2,2000,144721,109133,13723,267577
KS,3,2000,152832,122463,13452,288747
KS,4,2000,146921,91232,10918,249071
KY,1,2000,147486,101551,3961,252998
KY,2,2000,152236,90086,4288,246610
KY,3,2000,134234,141337,5628,281199
KY,4,2000,152856,92768,6060,251684
KY,5,2000,131494,97104,3423,232021
KY,6,2000,145606,109602,7282,262490
LA,1,2000,179196,83779,6650,269625
LA,2,2000,48726,165587,4457,218770
LA,3,2000,133749,115734,7967,257450
LA,4,2000,129908,102228,5466,237602
LA,5,2000,143628,100287,7706,251621
LA,6,2000,142239,111602,5716,259557
LA,7,2000,141378,107190,7357,255925
ME,1,2000,148618,176293,23741,348652
ME,2,2000,137998,143658,21179,302835
MD,1,2000,160402,111807,8424,280633
MD,2,2000,91677,127510,5285,224472
MD,3,2000,107481,143685,8456,259622
MD,4,2000,49202,176780,4098,230080
MD,5,2000,101056,139068,5871,245995
MD,6,2000,160263,95282,8029,263574
MD,7,2000,57262,166410,5766,229438
MD,8,2000,84088,177475,9382,270945
MA,1,2000,88690,150418,27700,266808
MA,2,2000,89775,150148,19588,259511
MA,3,2000,90375,153044,17711,261130
MA,4,2000,79201,178354,18067,275622
MA,5,2000,93406,145277,18433,257116
MA,6,2000,107415,172840,20760,301015
MA,7,2000,82250,181417,20891,284558
MA,8,2000,28903,142500,23374,194777
MA,9,2000,93529,167059,19051,279639
MA,10,2000,124956,175426,22722,323104
MI,1,2000,154772,135503,9371,299646
MI,2,2000,172428,111739,6550,290717
MI,3,2000,170622,110121,5942,286685
MI,4,2000,154539,126282,7468,288289
MI,5,2000,106445,174788,5811,287044
MI,6,2000,138658,119740,7413,265811
MI,7,2000,141647,127344,6682,275673
MI,8,2000,153798,141770,8426,303994
MI,9,2000,164149,151996,5987,322132
MI,10,2000,152780,127640,6242,286662
MI,11,2000,150692,138735,6022,295449
MI,12,2000,106628,175524,5940,288092
MI,13,2000,39024,167830,1975,208829
MI,14,2000,44345,198687,2449,245481
MI,15,2000,101607,161913,7086,270606
MN,1,2000,146212,133078,17501,296791
MN,2,2000,150366,131414,14526,296306
MN,3,2000,161999,149277,13483,324759
MN,4,2000,109670,166919,18146,294735
MN,5,2000,85447,185874,24577,295898
MN,6,2000,152977,123247,15954,292178
MN,7,2000,155794,116099,18706,290599
MN,8,2000,136884,153962,22302,313148
MS,1,2000,146197,98350,3690,248237
MS,2,2000,97979,134513,4464,236956
MS,3,2000,173434,93454,2752,269640
MS,4,2000,154997,78224,4152,237373
MO,1,2000,65686,182323,5022,253031
MO,2,2000,179633,119907,6744,306284
MO,3,2000,112460,140954,7972,261386
MO,4,2000,147694,100171,6024,253889
MO,5,2000,91626,149621,6625,247872
MO,6,2000,143954,119861,7380,271195
MO,7,2000,153453,87663,6124,247240
MO,8,2000,143511,93244,5635,242390
MO,9,2000,145604,112239,7093,264936
MT,1,2000,240178,137126,33682,410986
NE,1,2000,138799,85634,12242,236675
NE,2,2000,125973,85853,10183,222009
NE,3,2000,169090,60293,8952,238335
NV,1,2000,63163,87345,4801,155309
NV,2,2000,134540,87705,12493,234738
NV,3,2000,103720,104772,6119,214611
NH,1,2000,136474,128278,11545,276297
NH,2,2000,132336,134343,12801,279480
NJ,1,2000,77367,144226,7261,228854
NJ,2,2000,105630,134345,7906,247881
NJ,3,2000,114621,141964,8208,264793
NJ,4,2000,114309,123764,8301,246374
NJ,5,2000,140132,120142,9431,269705
NJ,6,2000,74828,132583,8638,216049
NJ,7,2000,127702,124699,9099,261500
NJ,8,2000,78446,129906,6784,215136
NJ,9,2000,72695,135406,6110,214211
NJ,10,2000,27718,147112,3004,177834
NJ,11,2000,151617,121036,9763,282416
NJ,12,2000,101145,141568,9188,251901
NJ,13,2000,39554,114586,4338,158478
NM,1,2000,103770,106572,10385,220727
NM,2,2000,96161,76868,5667,178696
NM,3,2000,86004,102809,9676,198489
NY,1,2000,116308,139490,10705,266503
NY,2,2000,100708,146723,8165,255596
NY,3,2000,127869,150165,10251,288285
NY,4,2000,99263,156276,8612,264151
NY,5,2000,56027,127288,6256,189571
NY,6,2000,17632,145684,4874,168190
NY,7,2000,31682,114365,6236,152283
NY,8,2000,39280,162240,18448,219968
NY,9,2000,54699,123763,6649,185111
NY,10,2000,13058,149018,8029,170105
NY,11,2000,15652,149740,15828,181220
NY,12,2000,19604,102465,11268,133337
NY,13,2000,85119,101079,6538,192736
NY,14,2000,56055,168842,16908,241805
NY,15,2000,12430,165002,13292,190724
NY,16,2000,6634,112786,2630,122050
NY,17,2000,54362,141525,8438,204325
NY,18,2000,103248,155700,9268,268216
NY,19,2000,133157,126785,11698,271640
NY,20,2000,146792,127419,15232,289443
NY,21,2000,114979,165003,15101,295083
NY,22,2000,108460,131421,17578,257459
NY,23,2000,119472,115611,10520,245603
NY,24,2000,129050,126021,12639,267710
NY,25,2000,132126,148623,12619,293368
NY,26,2000,144516,126693,14188,285397
NY,27,2000,114859,149840,16090,280789
NY,28,2000,88461,151402,14160,254023
NY,29,2000,152004,121596,11318,284918
NC,1,2000,82204,111558,928,194690
NC,2,2000,98607,85552,1378,185537
NC,3,2000,134471,73035,1589,209095
NC,4,2000,112885,131532,3180,247597
NC,5,2000,163705,81704,2147,247556
NC,6,2000,160141,76315,1727,238183
NC,7,2000,108091,100025,1420,209536
NC,8,2000,105484,89672,1568,196724
NC,9,2000,157734,91353,2066,251153
NC,10,2000,143124,75592,1693,220409
NC,11,2000,150004,102321,4514,256839
NC,12,2000,85950,115445,1495,202890
NC,13,2000,113600,112953,2429,228982
ND,1,2000,174852,95284,18120,288256
OH,1,2000,136372,120927,8463,265762
OH,2,2000,175382,96027,8187,279596
OH,3,2000,130446,112102,6874,249422
OH,4,2000,158862,88760,8244,255866
OH,5,2000,158037,99818,9383,267238
OH,6,2000,129689,125292,11969,266950
OH,7,2000,137548,102846,7644,248038
OH,8,2000,155132,91744,7371,254247
OH,9,2000,100704,134907,7894,243505
OH,10,2000,96623,122219,11540,230382
OH,11,2000,38382,172146,6706,217234
OH,12,2000,129840,115083,7340,252263
OH,13,2000,110812,133458,9559,253829
OH,14,2000,147148,124582,11360,283090
OH,15,2000,117175,98204,8931,224310
OH,16,2000,141311,112270,10908,264489
OH,17,2000,88184,150748,10767,249699
OH,18,2000,132709,98328,9810,240847
OK,1,2000,165759,99283,3566,268608
OK,2,2000,123952,110791,3438,238181
OK,3,2000,163302,84691,2805,250798
OK,4,2000,144568,91078,2497,238143
OK,5,2000,135761,82584,1338,219683
OR,1,2000,131808,150768,0,282576
OR,2,2000,182924,105971,0,288895
OR,3,2000,93213,176831,0,270044
OR,4,2000,156362,142123,0,298485
OR,5,2000,149276,144657,0,293933
PA,1,2000,31722,181274,2679,215675
PA,2,2000,29458,221517,3529,254504
PA,3,2000,127598,116118,6233,249949
PA,4,2000,152313,134688,6167,293168
PA,5,2000,137837,89180,6197,233214
PA,6,2000,129318,130472,5589,265379
PA,7,2000,140862,150805,6945,298612
PA,8,2000,130500,144878,9050,284428
PA,9,2000,149393,80008,4079,233480
PA,10,2000,140387,100754,7887,249028
PA,11,2000,101629,127140,6983,235752
PA,12,2000,105451,131960,3595,241006
PA,13,2000,117773,155903,5972,279648
PA,14,2000,74085,183640,6007,263732
PA,15,2000,116817,119393,8865,245075
PA,16,2000,144862,82729,5713,233304
PA,17,2000,139932,103603,6994,250529
PA,18,2000,154252,139346,5240,298838
PA,19,2000,153892,90125,6766,250783
RI,1,2000,61396,125174,12705,199275
RI,2,2000,69076,124314,14366,207756
SC,1,2000,139758,91510,0,231268
SC,2,2000,145953,97985,0,243938
SC,3,2000,142414,77694,0,220108
SC,4,2000,151975,78449,0,230424
SC,5,2000,119052,93637,0,212689
SC,6,2000,87252,126287,0,213539
SD,1,2000,190700,118804,6765,316269
TN,1,2000,132304,81335,3441,217080
TN,2,2000,144412,95100,4246,243758
TN,3,2000,132792,96441,3843,233076
TN,4,2000,111639,109559,3507,224705
TN,5,2000,95309,130111,4015,229435
TN,6,2000,112096,111872,3729,227697
TN,7,2000,146213,99423,3098,248734
TN,8,2000,102998,109221,2633,214852
TN,9,2000,83531,147898,2758,234187
TX,1,2000,142544,79801,0,222345
TX,2,2000,133641,78493,0,212134
TX,3,2000,154525,59357,0,213882
TX,4,2000,157678,66995,0,224673
TX,5,2000,118703,72507,0,191210
TX,6,2000,146931,72754,0,219685
TX,7,2000,130053,61498,0,191551
TX,8,2000,187243,53843,0,241086
TX,9,2000,124758,100778,0,225536
TX,10,2000,89738,101534,0,191272
TX,11,2000,129701,62465,0,192166
TX,12,2000,141032,70751,0,211783
TX,13,2000,156330,53146,0,209476
TX,14,2000,136460,71434,0,207894
TX,15,2000,63495,76161,0,139656
TX,16,2000,56276,81860,0,138136
TX,17,2000,161877,62241,0,224118
TX,18,2000,47335,138059,0,185394
TX,19,2000,149350,48400,0,197750
TX,20,2000,64659,86133,0,150792
TX,21,2000,206157,77056,0,283213
TX,22,2000,156219,72806,0,229025
TX,23,2000,105789,74727,0,180516
TX,24,2000,70665,83806,0,154471
TX,25,2000,81359,86764,0,168123
TX,26,2000,166762,60771,0,227533
TX,27,2000,75600,79716,0,155316
TX,28,2000,62275,90202,0,152477
TX,29,2000,42770,65863,0,108633
TX,30,2000,48916,109507,0,158423
TX,31,2000,160802,63903,0,224705
TX,32,2000,129527,70029,0,199556
UT,1,2000,167716,66792,13415,247923
UT,2,2000,183387,84266,6573,274226
UT,3,2000,163983,51878,4002,219863
VT,1,2000,119775,149022,25511,294308
VA,1,2000,146914,98731,6060,251705
VA,2,2000,115512,90256,4940,210708
VA,3,2000,65724,134020,3603,203347
VA,4,2000,131834,107553,3690,243077
VA,5,2000,137223,102814,8907,248944
VA,6,2000,147961,92407,6984,247352
VA,7,2000,172425,105504,6261,284190
VA,8,2000,101788,152940,11692,266420
VA,9,2000,129110,100298,7011,236419
VA,10,2000,148211,109063,8106,265380
VA,11,2000,140961,123702,8087,272750
WA,1,2000,123879,154583,13803,292265
WA,2,2000,129027,133216,16765,279008
WA,3,2000,131958,127292,15732,274982
WA,4,2000,141891,78768,8629,229288
WA,5,2000,150013,106610,13262,269885
WA,6,2000,115736,139643,15098,270477
WA,7,2000,66066,228988,23952,319006
WA,8,2000,136575,140387,11838,288800
WA,9,2000,104549,128076,10874,243499
WV,1,2000,122827,97432,7399,227658
WV,2,2000,118839,96524,4787,220150
WV,3,2000,94809,101541,3942,200292
WI,1,2000,163040,144138,0,307178
WI,2,2000,125442,201738,0,327180
WI,3,2000,144948,155832,0,300780
WI,4,2000,84823,183810,0,268633
WI,5,2000,233005,132310,0,365315
WI,6,2000,170134,134926,0,305060
WI,7,2000,150068,152177,0,302245
WI,8,2000,165819,138056,0,303875
WY,1,2000,147947,60481,5298,213726
AL,1,2004,168817,91832,1922,262571
AL,2,2004,170427,84043,1091,255561
AL,3,2004,146380,103456,1501,251337
AL,4,2004,186509,73504,1741,261754
AL,5,2004,167552,110633,2225,280410
AL,6,2004,248095,69449,722,318266
AL,7,2004,88433,160875,233,249541
AK,1,2004,190889,111025,10684,312598
AZ,1,2004,139221,117673,1726,258620
AZ,2,2004,182326,112620,1634,296580
AZ,3,2004,150511,107881,1612,260004
AZ,4,2004,43967,71805,930,116702
AZ,5,2004,152576,127811,1620,282007
AZ,6,2004,188372,102902,1352,292626
AZ,7,2004,79674,105532,1155,186361
AZ,8,2004,167647,147300,1886,316833
AR,1,2004,127179,115994,3020,246193
AR,2,2004,145392,134478,2785,282655
AR,3,2004,171853,100656,3449,275958
AR,4,2004,128474,118825,2840,250139
CA,1,2004,111754,173926,5508,291188
CA,2,2004,173528,102254,3980,279762
CA,3,2004,176512,123671,2936,303119
CA,4,2004,216838,132267,4119,353224
CA,5,2004,77788,125378,2172,205338
CA,6,2004,90432,226051,4574,321057
CA,7,2004,72994,153988,2300,229282
CA,8,2004,40558,244009,4024,288591
CA,9,2004,33450,228642,4082,266174
CA,10,2004,117037,169373,3098,289508
CA,11,2004,151397,127102,2306,280805
CA,12,2004,73740,193689,2646,270075
CA,13,2004,60559,153598,2378,216535
CA,14,2004,83326,188864,3981,276171
CA,15,2004,82742,145007,2903,230652
CA,16,2004,70190,125415,2089,197694
CA,17,2004,75005,149029,3144,227178
CA,18,2004,80157,79764,1677,161598
CA,19,2004,151603,93918,2308,247829
CA,20,2004,56045,58534,1023,115602
CA,21,2004,133004,68501,1646,203151
CA,22,2004,180584,82356,2747,265687
CA,23,2004,101817,147361,3464,252642
CA,24,2004,165430,127875,3473,296778
CA,25,2004,142052,96355,3057,241464
CA,26,2004,148352,117532,3202,269086
CA,27,2004,86397,130567,3034,219998
CA,28,2004,49220,125351,2011,176582
CA,29,2004,83448,136796,3097,223341
CA,30,2004,109014,220181,3660,332855
CA,31,2004,26054,92894,1815,120763
CA,32,2004,58341,99286,1756,159383
CA,33,2004,33132,172382,2631,208145
CA,34,2004,35926,82942,1654,120522
CA,35,2004,33110,130764,1726,165600
CA,36,2004,103425,154010,3558,260993
CA,37,2004,43160,126068,2281,171509
CA,38,2004,54869,106652,1846,163367
CA,39,2004,70635,102660,2110,175405
CA,40,2004,138766,88631,2740,230137
CA,41,2004,149673,89424,2729,241826
CA,42,2004,164998,98108,2578,265684
CA,43,2004,55952,79946,1497,137395
CA,44,2004,139476,94374,2562,236412
CA,45,2004,132288,101679,2102,236069
CA,46,2004,168158,122991,3734,294883
CA,47,2004,56226,54623,1393,112242
CA,48,2004,178739,123664,3364,305767
CA,49,2004,149283,86998,2389,238670
CA,50,2004,169935,135007,2891,307833
CA,51,2004,85762,100062,1731,187555
CA,52,2004,177055,108806,2509,288370
CA,53,2004,89890,146160,2953,239003
CO,1,2004,81265,180064,2817,264146
CO,2,2004,132642,188538,1975,323155
CO,3,2004,171115,135755,3787,310657
CO,4,2004,180017,128002,2637,310656
CO,5,2004,190190,93684,3248,287122
CO,6,2004,223156,144683,2553,370392
CO,7,2004,122772,130984,1150,254906
CT,1,2004,121263,187089,5809,314161
CT,2,2004,147819,180235,6208,334262
CT,3,2004,128960,174382,5980,309322
CT,4,2004,143280,162166,4121,309567
CT,5,2004,152504,153616,5325,311445
DE,1,2004,171660,200152,3378,375190
FL,1,2004,231199,88686,2135,322020
FL,2,2004,181300,153164,1346,335810
FL,3,2004,81778,151466,42,233286
FL,4,2004,227431,100414,744,328589
FL,5,2004,221259,156632,1948,379839
FL,6,2004,211328,135292,838,347458
FL,7,2004,204454,155302,964,360720
FL,8,2004,160722,133328,261,294311
FL,9,2004,196837,148694,953,346484
FL,10,2004,158082,150761,0,308843
FL,11,2004,103748,145831,1764,251343
FL,12,2004,167216,119825,798,287839
FL,13,2004,200932,156727,2642,360301
FL,14,2004,222234,136049,2631,360914
FL,15,2004,195076,146914,2128,344118
FL,16,2004,183339,154632,1312,339283
FL,17,2004,35642,178605,0,214247
FL,18,2004,127746,107073,0,234819
FL,19,2004,107348,210695,0,318043
FL,20,2004,104039,183510,0,287549
FL,21,2004,127326,96232,0,223558
FL,22,2004,153265,169161,0,322426
FL,23,2004,50138,155915,28,206081
FL,24,2004,188973,153130,476,342579
FL,25,2004,122342,95001,0,217343
GA,1,2004,158216,72658,691,231565
GA,2,2004,108128,92769,571,201468
GA,3,2004,125362,99930,755,226047
GA,4,2004,70600,183190,0,253790
GA,5,2004,65488,176332,1759,243579
GA,6,2004,229990,96456,1225,327671
GA,7,2004,225342,72100,521,297963
GA,8,2004,231269,83292,102,314663
GA,9,2004,200604,75971,1224,277799
GA,10,2004,197988,58876,1235,258099
GA,11,2004,121610,97105,427,219142
GA,12,2004,103295,120563,698,224556
GA,13,2004,76327,136912,123,213362
HI,1,2004,99256,110702,0,209958
HI,2,2004,94860,120633,1214,216707
ID,1,2004,215069,94915,3540,313524
ID,2,2004,194166,86183,2665,283014
IL,1,2004,47533,234086,565,282184
IL,2,2004,43822,230613,353,274788
IL,3,2004,100257,144657,533,245447
IL,4,2004,27684,105419,809,133912
IL,5,2004,79349,161348,1539,242236
IL,6,2004,139028,121344,0,260372
IL,7,2004,45071,227018,887,272976
IL,8,2004,153245,121710,0,274955
IL,9,2004,81138,175288,677,257103
IL,10,2004,134536,150267,0,284803
IL,11,2004,162779,140619,1018,304416
IL,12,2004,139710,152055,1600,293365
IL,13,2004,175705,142397,0,318102
IL,14,2004,158428,125269,1828,285525
IL,15,2004,174928,121814,2227,298969
IL,16,2004,168303,133701,1539,303543
IL,17,2004,139251,148562,1333,289146
IL,18,2004,181058,130669,1954,313681
IL,19,2004,192678,123172,1287,317137
IN,1,2004,118417,148698,2214,269329
IN,2,2004,146000,112671,1964,260635
IN,3,2004,172919,79674,737,253330
IN,4,2004,196010,85179,1700,282889
IN,5,2004,233215,91955,1506,326676
IN,6,2004,177214,97781,2096,277091
IN,7,2004,93347,130779,0,224126
IN,8,2004,170390,104625,2006,277021
IN,9,2004,171926,117647,1568,291141
IA,1,2004,138073,157380,2381,297834
IA,2,2004,135991,171561,3090,310642
IA,3,2004,154919,154652,2443,312014
IA,4,2004,155587,148331,2711,306629
IA,5,2004,167387,109974,2428,279789
KS,1,2004,199554,73309,3962,276825
KS,2,2004,176764,117924,4103,298791
KS,3,2004,186476,150598,3262,340336
KS,4,2004,173643,93129,3783,270555
KY,1,2004,180446,102346,1866,284658
KY,2,2004,190612,100580,2065,293257
KY,3,2004,160772,167440,0,328212
KY,4,2004,195055,111049,2547,308651
KY,5,2004,159489,102142,1911,263542
KY,6,2004,182787,128967,2505,314259
LA,1,2004,215538,87009,3076,305623
LA,2,2004,58855,183928,1858,244641
LA,3,2004,162269,115011,3826,281106
LA,4,2004,156298,105962,2771,265031
LA,5,2004,168484,100511,3410,272405
LA,6,2004,172080,117255,2524,291859
LA,7,2004,168645,110623,3103,282371
ME,1,2004,165824,211703,6865,384392
ME,2,2004,164377,185139,6840,356356
MD,1,2004,213144,124163,3828,341135
MD,2,2004,118429,144090,3103,265622
MD,3,2004,136672,163088,3873,303633
MD,4,2004,58170,217549,1843,277562
MD,5,2004,128861,177035,2692,308588
MD,6,2004,209764,110821,3635,324220
MD,7,2004,69545,192081,2830,264456
MD,8,2004,90108,205660,3196,298964
MA,1,2004,103990,185377,4352,293719
MA,2,2004,113284,169460,3324,286068
MA,3,2004,112957,167402,3667,284026
MA,4,2004,99878,194914,3502,298294
MA,5,2004,114874,158455,3813,277142
MA,6,2004,130924,185264,3970,320158
MA,7,2004,96374,192133,3880,292387
MA,8,2004,40885,168264,3683,212832
MA,9,2004,106734,188439,3378,298551
MA,10,2004,151209,194092,3910,349211
MI,1,2004,177315,151450,3623,332388
MI,2,2004,203051,131552,2904,337507
MI,3,2004,197493,133460,1964,332917
MI,4,2004,181314,145774,2697,329785
MI,5,2004,129457,187671,1889,319017
MI,6,2004,164595,143906,2759,311260
MI,7,2004,176624,145979,2322,324925
MI,8,2004,191287,161282,2668,355237
MI,9,2004,180073,174078,0,354151
MI,10,2004,193727,147288,1748,342763
MI,11,2004,183835,164037,0,347872
MI,12,2004,125460,193894,0,319354
MI,13,2004,45019,188555,0,233574
MI,14,2004,46240,219075,0,265315
MI,15,2004,118217,191091,573,309881
MN,1,2004,171952,159776,5043,336771
MN,2,2004,203538,169704,4105,377347
MN,3,2004,190339,179488,3736,373563
MN,4,2004,123313,205467,4341,333121
MN,5,2004,92797,237418,5064,335279
MN,6,2004,216574,161601,4576,382751
MN,7,2004,180743,140332,4917,325992
MN,8,2004,167439,191228,4896,363563
MS,1,2004,187979,111509,2439,301927
MS,2,2004,104749,153786,2217,260752
MS,3,2004,203376,106455,1827,311658
MS,4,2004,188880,86010,1697,276587
MO,1,2004,71367,216372,0,287739
MO,2,2004,215123,142824,155,358102
MO,3,2004,127668,168740,657,297065
MO,4,2004,187111,102652,1622,291385
MO,5,2004,118915,175352,714,294981
MO,6,2004,178669,132007,2001,312677
MO,7,2004,202486,97557,1705,301748
MO,8,2004,173378,97778,1886,273042
MO,9,2004,180362,124965,2008,307335
MT,1,2004,266063,173710,10661,450434
NE,1,2004,169888,96314,3896,270098
NE,2,2004,153041,97858,3525,254424
NE,3,2004,189885,60156,3623,253664
NV,1,2004,89800,121453,3457,214710
NV,2,2004,172422,123490,5641,301553
NV,3,2004,156335,152150,4608,313093
NH,1,2004,171013,163191,2749,336953
NH,2,2004,160224,177320,3165,340709
NJ,1,2004,111073,170786,0,281859
NJ,2,2004,141123,138797,2578,282498
NJ,3,2004,167254,159041,0,326295
NJ,4,2004,172369,134220,0,306589
NJ,5,2004,184530,137019,622,322171
NJ,6,2004,109729,144105,0,253834
NJ,7,2004,164176,144767,0,308943
NJ,8,2004,99239,142081,0,241320
NJ,9,2004,101229,144723,0,245952
NJ,10,2004,36660,167707,0,204367
NJ,11,2004,186993,135578,1847,324418
NJ,12,2004,138454,165776,0,304230
NJ,13,2004,57278,127168,0,184446
NM,1,2004,130946,139820,2896,273662
NM,2,2004,127391,91073,2281,220745
NM,3,2004,118350,139336,2653,260339
NY,1,2004,154249,152165,5991,312405
NY,2,2004,127626,148625,5569,281820
NY,3,2004,162181,147317,4332,313830
NY,4,2004,124617,153546,3178,281341
NY,5,2004,74635,128252,1834,204721
NY,6,2004,27352,154468,1128,182948
NY,7,2004,44607,129909,1367,175883
NY,8,2004,66948,180080,2723,249751
NY,9,2004,87449,111850,1658,200957
NY,10,2004,25359,166840,1195,193394
NY,11,2004,26172,172654,1616,200442
NY,12,2004,29942,130019,1750,161711
NY,13,2004,118370,96474,1916,216760
NY,14,2004,66494,201782,3160,271436
NY,15,2004,20049,194186,2255,216490
NY,16,2004,14766,130109,799,145674
